noise number; onset time ms; duration ms
873; 29116.000000; 2.000000
874; 29119.000000; 3.000000
875; 29127.000000; 2.000000
876; 29139.000000; 7.000000
877; 29150.000000; 3.000000
878; 29154.000000; 3.000000
879; 29162.000000; 3.000000
880; 29166.000000; 2.000000
881; 29173.000000; 3.000000
882; 29179.000000; 2.000000
883; 29186.000000; 6.000000
884; 29199.000000; 2.000000
885; 29202.000000; 2.000000
886; 29210.000000; 6.000000
887; 29221.000000; 2.000000
888; 29233.000000; 1.000000
889; 29246.000000; 1.000000
890; 29248.000000; 3.000000
891; 29256.000000; 3.000000
892; 29260.000000; 3.000000
893; 29269.000000; 1.000000
894; 29274.000000; 1.000000
895; 29280.000000; 3.000000
896; 29284.000000; 2.000000
897; 29292.000000; 2.000000
898; 29304.000000; 1.000000
899; 29309.000000; 1.000000
900; 29316.000000; 1.000000
901; 29321.000000; 1.000000
902; 29327.000000; 2.000000
903; 29333.000000; 1.000000
904; 29339.000000; 2.000000
905; 29344.000000; 1.000000
906; 29349.000000; 4.000000
907; 29363.000000; 2.000000
908; 29368.000000; 1.000000
909; 29374.000000; 3.000000
910; 29378.000000; 2.000000
911; 29385.000000; 4.000000
912; 29390.000000; 2.000000
913; 29398.000000; 2.000000
914; 29409.000000; 2.000000
915; 29415.000000; 3.000000
916; 29423.000000; 2.000000
917; 29659.000000; 5.000000
918; 30506.000000; 4.000000
919; 30590.000000; 2.000000
920; 30872.000000; 3.000000
921; 30882.000000; 1.000000
922; 30896.000000; 1.000000
923; 31476.000000; 1.000000
924; 31482.000000; 2.000000
925; 31488.000000; 3.000000
926; 31496.000000; 1.000000
927; 31517.000000; 3.000000
